EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Salary,Bonus,EducationLevel,MaritalStatus,Attrition,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Overtime,TrainingHours,ManagerID,TeamSize,RemoteWork,TravelFrequency,HireDate
2103,24,Female,Marketing,Senior Analyst,28477,573994,235693,4,Married,Yes,3,11,10,2,2,3,No,37,157,9,Yes,Rarely,2013-09-28
2104,47,Female,Marketing,Manager,43458,971366,225152,4,Divorced,Yes,3,5,4,2,4,4,Yes,25,178,10,Yes,Occasionally,2019-06-13
2105,24,Male,Marketing,Analyst,34102,1153539,234501,3,Divorced,No,2,1,1,1,3,1,Yes,46,149,4,Yes,Occasionally,2023-06-04
2106,40,Male,R&D,Senior Analyst,117656,497937,172492,5,Married,Yes,4,14,11,4,3,3,No,16,197,13,Yes,Occasionally,2010-04-05
2107,45,Female,IT,Executive,179531,1552143,95117,1,Single,Yes,4,8,8,1,2,3,Yes,53,166,8,No,Rarely,2016-10-17
2108,30,Male,IT,Analyst,113340,330568,271056,3,Married,No,4,7,5,1,1,3,No,32,150,10,Yes,Frequently,2017-05-28
2109,35,Female,IT,Executive,136151,1649246,280232,3,Married,Yes,2,4,3,2,2,4,Yes,63,192,5,No,Rarely,2020-10-24
2110,41,Female,Marketing,Analyst,137833,1452154,183455,2,Married,Yes,3,10,9,3,1,3,Yes,44,116,12,Yes,Occasionally,2014-01-26
2111,27,Female,Sales,Coordinator,93590,1177000,283644,1,Divorced,No,2,19,16,3,4,1,No,24,127,10,No,Frequently,2005-10-08
2112,44,Female,Marketing,Manager,25814,1318585,282294,4,Married,No,2,19,18,2,4,1,Yes,69,180,9,Yes,Frequently,2005-02-14
2113,31,Female,Operations,Coordinator,82899,1038142,284745,2,Married,No,3,15,15,3,3,4,Yes,55,151,8,No,Rarely,2009-05-16
2114,33,Female,Marketing,Coordinator,91097,2077639,147256,5,Married,No,4,7,6,1,4,3,No,61,153,4,Yes,Occasionally,2017-05-12
2115,30,Female,Operations,Analyst,37987,829527,44785,1,Divorced,Yes,4,12,10,3,2,2,No,7,172,11,No,Occasionally,2012-12-27
2116,29,Female,HR,Analyst,48902,675038,132844,5,Single,Yes,3,8,8,3,2,1,No,61,153,5,Yes,Occasionally,2016-06-26
2117,51,Female,Operations,Senior Analyst,120881,2366800,26855,4,Single,No,2,17,16,4,4,4,No,16,148,9,Yes,Rarely,2007-06-23
2118,30,Male,Finance,Team Lead,141853,394135,71255,5,Single,Yes,1,9,9,3,4,3,No,59,124,11,Yes,Occasionally,2015-06-25
2119,32,Male,Operations,Senior Analyst,35352,1619943,249048,1,Married,No,3,8,5,1,2,1,No,54,108,11,No,Frequently,2016-01-24
2120,24,Male,Marketing,Manager,56028,2182961,57965,5,Single,Yes,4,12,10,1,1,3,Yes,21,199,7,Yes,Frequently,2012-12-17
2121,36,Male,HR,Manager,159418,476251,114773,4,Divorced,Yes,5,2,0,1,2,3,Yes,52,172,6,Yes,Rarely,2022-01-30
2122,32,Female,Marketing,Engineer,122409,610719,181027,3,Single,Yes,5,15,11,4,2,3,No,68,106,8,No,Frequently,2009-12-03
2123,41,Male,IT,Engineer,103363,1456480,114952,5,Single,Yes,4,10,10,2,4,2,Yes,26,162,4,Yes,Occasionally,2014-02-13
2124,27,Female,Operations,Senior Analyst,86836,604608,13714,5,Married,No,3,4,4,1,1,1,No,78,164,14,Yes,Rarely,2020-12-21
2125,50,Female,R&D,Team Lead,30136,1446691,31516,3,Divorced,No,5,8,5,4,3,3,Yes,9,159,8,Yes,Rarely,2016-08-08
2126,28,Female,IT,Senior Analyst,149077,829848,108763,5,Divorced,No,1,18,17,4,1,1,No,8,166,11,No,Rarely,2006-01-18
2127,59,Female,Finance,Team Lead,50247,1300598,151015,5,Married,No,2,6,2,4,3,4,No,7,198,4,No,Frequently,2018-01-14
2128,33,Female,Finance,Executive,72367,370408,224155,2,Married,No,4,19,16,3,2,3,No,22,141,11,Yes,Frequently,2005-03-09
2129,54,Male,IT,Engineer,140428,658121,40024,1,Married,Yes,5,14,10,3,4,2,Yes,58,186,6,Yes,Frequently,2010-07-14
2130,42,Male,Operations,Senior Analyst,60169,640791,240739,3,Single,Yes,1,19,19,1,2,1,Yes,14,186,14,Yes,Frequently,2005-03-18
2131,56,Male,IT,Senior Analyst,58677,1808088,285166,5,Divorced,No,1,18,14,2,1,1,No,45,101,5,No,Frequently,2006-08-24
2132,46,Female,R&D,Executive,93096,1694817,238841,1,Married,No,3,4,2,1,1,3,No,14,118,12,Yes,Occasionally,2020-08-20
2133,34,Female,Operations,Team Lead,40615,695063,235975,2,Divorced,Yes,5,4,3,3,4,2,No,49,188,13,Yes,Occasionally,2020-07-17
2134,42,Female,Finance,Analyst,47966,1785815,11320,3,Single,Yes,3,13,12,2,3,1,Yes,45,192,8,Yes,Frequently,2011-04-30
2135,56,Female,R&D,Engineer,36780,1162662,201417,4,Divorced,No,3,2,1,4,2,3,Yes,55,156,12,No,Occasionally,2022-05-04
2136,31,Female,Marketing,Executive,120153,1205954,122636,4,Divorced,Yes,4,16,14,1,1,2,Yes,23,191,8,No,Rarely,2008-07-07
2137,25,Male,Operations,Coordinator,26208,2048021,83748,2,Married,No,3,7,3,1,2,2,No,18,194,14,Yes,Occasionally,2017-09-01
2138,59,Female,Sales,Engineer,52648,509691,49647,5,Divorced,No,1,16,13,2,3,1,No,45,159,4,No,Rarely,2008-03-29
2139,46,Male,HR,Engineer,59001,2374373,14546,3,Divorced,Yes,1,3,0,2,4,4,Yes,29,198,3,No,Rarely,2021-01-09
2140,22,Male,Marketing,Team Lead,113327,1096454,206958,2,Married,No,3,15,13,3,1,4,No,77,104,9,Yes,Frequently,2009-12-25
2141,50,Male,Operations,Senior Analyst,144645,2288407,265388,1,Married,Yes,3,16,16,3,3,1,Yes,7,121,10,No,Occasionally,2008-01-03
2142,46,Female,IT,Coordinator,32855,1209395,249502,4,Single,No,3,2,1,1,3,2,No,14,170,13,No,Frequently,2022-11-03
2143,30,Male,R&D,Manager,83933,1943965,43856,4,Married,No,5,10,10,1,2,4,Yes,13,123,9,Yes,Frequently,2014-05-09
2144,29,Male,Finance,Team Lead,171584,1094733,86849,3,Divorced,No,2,9,8,1,3,2,No,28,179,5,No,Frequently,2015-09-22
2145,27,Female,Finance,Engineer,132845,1710598,157871,1,Single,No,4,9,5,1,4,1,No,63,166,10,No,Occasionally,2015-11-18
2146,56,Female,Operations,Manager,29944,1114155,273989,1,Married,Yes,1,11,10,4,4,3,No,15,126,10,No,Frequently,2013-01-17
2147,48,Female,Operations,Executive,25744,1305844,52082,1,Single,Yes,2,2,1,4,1,1,No,62,147,8,Yes,Rarely,2022-11-03
2148,24,Female,Marketing,Engineer,137000,1803762,284501,5,Divorced,No,5,2,0,4,4,1,Yes,47,107,7,Yes,Occasionally,2022-09-16
2149,42,Female,Sales,Executive,110275,1768717,251011,3,Married,Yes,3,11,8,3,3,2,Yes,65,116,4,Yes,Occasionally,2013-11-13
2150,31,Male,Marketing,Senior Analyst,75697,311357,156018,3,Single,No,2,4,4,3,2,1,Yes,61,162,13,No,Rarely,2020-10-28
2151,28,Female,Sales,Coordinator,94550,1924272,249070,1,Married,No,1,11,8,2,2,4,No,30,109,4,Yes,Frequently,2013-06-15
2152,29,Male,Marketing,Engineer,48386,1669993,112312,2,Single,No,5,6,5,3,4,4,No,49,149,4,No,Frequently,2018-07-05
2153,52,Female,HR,Manager,88305,1133038,107277,4,Divorced,Yes,4,7,3,2,3,4,No,31,184,11,Yes,Rarely,2017-07-25
2154,36,Female,R&D,Analyst,85631,1711504,125496,4,Divorced,No,5,17,14,3,3,2,No,79,107,5,No,Rarely,2007-10-12
2155,24,Female,IT,Senior Analyst,63872,1927835,23306,1,Divorced,No,2,1,0,1,3,4,No,59,153,3,No,Rarely,2023-07-02
2156,45,Male,HR,Team Lead,176343,2385589,118469,4,Divorced,No,4,10,8,3,4,2,Yes,16,104,7,No,Occasionally,2014-01-21
2157,47,Male,HR,Team Lead,111624,905432,638,4,Married,No,4,5,5,2,3,1,Yes,7,199,9,Yes,Occasionally,2019-07-19
2158,50,Male,Operations,Manager,86489,2157999,105711,3,Single,Yes,2,6,5,3,1,1,Yes,14,170,11,No,Rarely,2018-04-14
2159,53,Female,R&D,Executive,132163,418778,33103,3,Married,Yes,4,5,4,3,3,4,No,12,101,11,No,Occasionally,2019-07-23
2160,29,Male,Sales,Analyst,75546,1003844,191635,1,Divorced,Yes,5,17,13,4,4,3,No,21,173,11,Yes,Rarely,2007-09-02
2161,55,Male,Marketing,Engineer,140742,2124011,144574,3,Married,No,3,14,14,2,1,3,Yes,26,190,10,Yes,Frequently,2010-08-01
2162,39,Male,R&D,Team Lead,72404,1143855,90947,1,Divorced,No,5,8,5,2,4,3,Yes,53,132,8,Yes,Rarely,2016-06-30
2163,54,Male,Operations,Executive,158074,1168591,191309,2,Single,Yes,4,2,2,2,1,2,Yes,38,187,8,No,Occasionally,2022-11-09
2164,57,Female,Sales,Manager,47743,1143171,119492,2,Divorced,Yes,1,15,11,3,2,4,Yes,8,173,6,Yes,Frequently,2009-07-11
2165,42,Male,R&D,Senior Analyst,66446,1475106,236240,1,Single,No,1,19,15,4,4,1,No,51,126,5,Yes,Rarely,2005-07-07
2166,34,Male,IT,Coordinator,152422,2051447,233084,4,Divorced,No,5,6,6,1,4,4,Yes,7,109,3,Yes,Rarely,2018-08-28
2167,34,Male,Marketing,Engineer,63368,377185,256286,5,Single,Yes,2,3,0,3,4,4,No,41,172,10,Yes,Occasionally,2021-10-30
2168,51,Female,Sales,Manager,103930,1248941,282663,2,Divorced,No,3,7,7,4,1,4,Yes,8,159,4,Yes,Frequently,2017-10-24
2169,26,Female,Finance,Analyst,99975,360666,229501,5,Married,No,5,13,10,1,4,1,Yes,66,126,8,No,Rarely,2011-08-19
2170,29,Male,Marketing,Analyst,163383,618952,33580,3,Single,No,4,8,4,1,3,4,No,23,116,9,No,Occasionally,2016-05-02
2171,50,Male,IT,Senior Analyst,108213,1802224,93402,1,Married,No,2,19,19,3,3,1,Yes,33,136,9,No,Occasionally,2005-06-10
2172,45,Female,IT,Senior Analyst,29334,659140,27268,2,Divorced,Yes,3,1,0,1,2,3,Yes,57,187,4,Yes,Occasionally,2023-05-09
2173,52,Male,Operations,Coordinator,41285,517975,24136,5,Single,Yes,5,2,0,2,1,4,Yes,32,125,4,No,Frequently,2022-11-22
2174,29,Male,Finance,Team Lead,100409,1374428,37535,2,Divorced,No,2,16,12,3,2,1,Yes,53,147,4,Yes,Frequently,2008-12-28
2175,22,Female,R&D,Analyst,32131,1038592,287793,1,Married,Yes,1,13,10,3,3,1,Yes,40,194,8,Yes,Rarely,2011-02-13
2176,27,Male,IT,Senior Analyst,49236,2179415,169020,4,Single,No,1,17,14,4,4,4,No,69,105,10,Yes,Rarely,2007-01-07
2177,57,Male,Finance,Team Lead,152845,2273164,184348,5,Divorced,Yes,3,15,11,3,3,3,No,29,109,5,No,Rarely,2009-02-07
2178,53,Male,Sales,Executive,73762,973346,118336,3,Married,No,1,7,6,4,3,2,No,57,183,11,No,Rarely,2017-12-18
2179,55,Female,Sales,Senior Analyst,174874,447483,60399,2,Divorced,No,1,11,9,3,1,1,Yes,20,120,5,No,Frequently,2013-08-02
2180,53,Female,Sales,Team Lead,150041,1801221,201157,1,Divorced,No,5,10,9,2,2,1,No,42,153,14,Yes,Rarely,2014-09-06
2181,34,Female,R&D,Coordinator,116054,1215360,257144,1,Divorced,Yes,5,7,5,1,3,3,No,30,153,10,No,Rarely,2017-07-15
2182,25,Male,IT,Manager,174723,2210232,299393,4,Divorced,Yes,3,18,17,1,4,3,No,38,193,7,No,Occasionally,2006-03-21
2183,58,Female,R&D,Analyst,171859,648128,71035,1,Married,Yes,4,8,7,4,1,4,Yes,63,185,4,No,Occasionally,2016-08-07
2184,41,Female,IT,Team Lead,122807,1109669,174060,5,Married,Yes,2,4,1,4,3,2,No,27,141,7,Yes,Frequently,2020-10-20
2185,27,Male,Marketing,Senior Analyst,99916,356435,98453,5,Single,Yes,4,12,12,2,3,2,Yes,42,116,7,No,Frequently,2012-10-22
2186,34,Female,Operations,Executive,131911,1753438,85694,3,Married,Yes,5,3,0,4,4,1,Yes,10,160,5,No,Frequently,2021-01-24
2187,42,Male,HR,Senior Analyst,141189,1535369,99039,3,Married,No,2,11,9,1,3,1,Yes,5,166,11,Yes,Frequently,2013-05-30
2188,28,Male,Operations,Engineer,61994,2095811,30384,4,Divorced,Yes,2,15,13,4,2,1,No,59,103,4,Yes,Frequently,2009-05-09
2189,58,Male,HR,Manager,35270,1955668,192702,4,Single,No,4,6,5,1,2,4,Yes,35,146,13,Yes,Occasionally,2018-07-23
2190,51,Female,Marketing,Team Lead,100449,1429717,557,4,Married,No,2,10,10,4,1,1,Yes,29,160,11,Yes,Occasionally,2014-02-08
2191,35,Male,Sales,Team Lead,112340,1685548,157182,5,Married,No,4,3,2,4,1,2,Yes,36,195,12,Yes,Occasionally,2021-12-22
2192,27,Male,Marketing,Team Lead,89578,2243505,150193,1,Married,No,2,12,10,2,2,1,Yes,7,104,10,Yes,Frequently,2012-05-31
2193,45,Male,R&D,Engineer,56195,1079568,233761,2,Single,No,4,18,15,1,3,4,No,11,117,8,Yes,Occasionally,2006-09-26
2194,49,Female,R&D,Senior Analyst,110222,1257217,255848,2,Divorced,Yes,2,2,0,3,2,4,No,72,113,7,No,Rarely,2022-08-12
2195,29,Female,R&D,Coordinator,143414,1694682,79698,2,Single,Yes,4,13,11,2,4,2,No,15,119,9,No,Frequently,2011-02-08
2196,39,Female,Finance,Engineer,91445,1197465,165720,1,Divorced,Yes,2,16,15,4,1,1,Yes,5,164,3,No,Frequently,2008-07-28
2197,42,Female,Operations,Coordinator,29476,1507130,233865,1,Married,Yes,4,1,0,2,3,4,Yes,16,191,3,Yes,Frequently,2023-02-28
2198,29,Female,R&D,Engineer,157156,453016,61282,5,Single,No,3,19,18,1,2,1,Yes,74,130,9,No,Frequently,2005-08-14
2199,49,Male,HR,Analyst,86134,1371754,178874,1,Married,No,2,8,6,1,3,4,Yes,42,124,13,No,Frequently,2016-10-12
2200,57,Male,IT,Engineer,71475,2300058,160749,4,Married,No,5,10,6,2,4,2,Yes,37,168,7,No,Frequently,2014-02-28
2201,50,Male,Marketing,Team Lead,173369,721841,28831,5,Single,Yes,3,15,12,4,3,3,Yes,46,146,10,Yes,Occasionally,2009-03-05
2202,47,Female,Finance,Team Lead,60547,1635634,148250,2,Single,No,1,9,7,1,2,1,Yes,66,119,5,Yes,Frequently,2015-06-07
2203,50,Male,Sales,Engineer,169334,1749245,239015,2,Married,No,3,4,4,3,2,3,Yes,69,128,7,No,Occasionally,2020-10-17
2204,53,Male,Finance,Executive,52785,1753447,229810,4,Married,Yes,2,12,9,3,3,3,No,59,134,6,No,Occasionally,2012-05-13
2205,57,Male,Operations,Engineer,179712,784284,184307,5,Divorced,No,1,4,0,1,3,4,Yes,29,163,14,Yes,Occasionally,2020-12-15
2206,52,Female,Marketing,Analyst,140781,474847,274371,2,Single,No,2,3,0,3,3,4,Yes,58,100,12,No,Frequently,2021-04-22
2207,31,Female,Finance,Engineer,100186,1799543,292508,1,Married,Yes,5,18,17,3,3,2,Yes,47,109,9,Yes,Occasionally,2006-09-14
2208,45,Male,Finance,Coordinator,166024,729581,230305,2,Single,No,5,10,10,1,2,4,No,25,195,5,No,Occasionally,2014-08-16
2209,29,Male,Finance,Coordinator,52429,580217,70207,4,Divorced,No,3,5,5,3,3,3,No,36,110,8,Yes,Frequently,2019-11-20
2210,39,Female,IT,Manager,155229,1580849,251428,4,Divorced,No,5,18,17,2,2,1,No,16,103,13,No,Frequently,2006-08-08
2211,26,Male,Finance,Manager,120830,1421496,213869,3,Single,Yes,5,1,0,1,3,4,No,48,114,12,No,Occasionally,2023-09-23
2212,32,Female,HR,Analyst,67568,2312826,180537,5,Single,No,5,10,9,1,1,4,No,76,120,7,No,Frequently,2014-06-20
2213,22,Female,Finance,Team Lead,126733,622233,26440,5,Divorced,No,3,12,9,2,4,2,Yes,10,186,6,Yes,Frequently,2012-09-13
2214,30,Female,HR,Executive,65533,661970,98995,4,Single,Yes,5,3,2,3,2,2,Yes,74,172,6,Yes,Frequently,2021-12-06
2215,24,Female,Sales,Executive,38193,789774,238143,4,Single,No,1,15,14,1,4,3,No,47,108,7,Yes,Frequently,2009-03-11
2216,53,Female,Marketing,Executive,37402,2237888,119764,2,Married,Yes,3,11,11,2,3,3,Yes,79,164,13,No,Rarely,2013-05-15
2217,28,Male,Finance,Senior Analyst,133686,871719,243445,1,Divorced,Yes,3,9,6,4,1,4,Yes,51,189,10,No,Rarely,2015-08-03
2218,56,Male,Marketing,Senior Analyst,85403,1246152,223784,2,Divorced,No,3,10,6,3,2,3,No,61,137,10,Yes,Occasionally,2014-06-15
2219,53,Male,HR,Team Lead,105263,2039721,112446,2,Married,Yes,2,9,6,4,1,3,Yes,52,151,8,No,Occasionally,2015-03-17
2220,44,Male,IT,Coordinator,166316,1455703,75589,3,Divorced,Yes,4,11,11,1,1,2,No,28,185,3,No,Frequently,2013-01-16
2221,55,Male,Operations,Engineer,70785,1843169,161941,5,Single,Yes,2,6,3,3,1,4,Yes,42,183,8,Yes,Rarely,2018-06-27
2222,52,Female,IT,Executive,30017,1518851,187545,3,Married,No,4,11,8,2,3,1,No,9,173,4,No,Frequently,2013-12-03
2223,54,Female,Marketing,Executive,39628,2376245,143573,5,Single,Yes,1,5,2,2,4,3,No,19,116,5,No,Rarely,2019-12-19
2224,49,Female,IT,Senior Analyst,34402,1212553,182992,3,Divorced,No,5,7,3,2,2,4,No,21,167,8,No,Frequently,2017-11-08
2225,46,Female,Operations,Senior Analyst,30988,746642,113174,4,Married,Yes,2,13,10,1,4,3,No,35,116,9,No,Frequently,2011-12-16
2226,51,Male,IT,Senior Analyst,63079,957844,248965,1,Divorced,No,4,17,16,2,1,4,Yes,60,195,11,Yes,Occasionally,2007-09-24
2227,34,Female,Marketing,Senior Analyst,155366,1450053,17857,3,Divorced,Yes,3,1,0,1,1,1,Yes,9,174,13,Yes,Rarely,2023-05-28
2228,51,Male,R&D,Team Lead,141839,2072654,123307,1,Divorced,No,1,6,4,4,1,4,Yes,73,101,10,Yes,Rarely,2018-04-03
2229,55,Male,Finance,Analyst,59723,512471,273953,3,Single,Yes,3,15,14,4,4,3,No,41,195,14,No,Occasionally,2009-05-01
2230,53,Male,R&D,Manager,120440,1070602,255855,4,Single,No,2,8,6,2,2,3,Yes,13,197,9,No,Frequently,2016-04-04
2231,51,Male,IT,Analyst,165657,1310300,229542,2,Single,Yes,1,1,1,4,2,1,No,48,134,9,Yes,Occasionally,2023-07-15
2232,44,Male,Operations,Analyst,165089,981060,95446,1,Divorced,No,5,4,1,4,1,2,No,68,161,5,No,Rarely,2020-04-17
2233,51,Female,Operations,Executive,122239,357172,144818,1,Divorced,No,1,3,3,2,3,3,No,54,135,12,No,Frequently,2021-09-30
2234,57,Female,IT,Engineer,175851,2089575,57564,2,Divorced,No,4,19,17,4,4,3,Yes,25,121,11,Yes,Frequently,2005-04-10
2235,47,Male,Marketing,Senior Analyst,139147,2307428,41384,4,Single,Yes,4,18,15,1,1,2,Yes,52,165,7,Yes,Rarely,2006-07-06
2236,22,Male,Marketing,Team Lead,59623,1602974,214589,3,Single,Yes,3,9,8,2,2,3,Yes,75,144,6,No,Occasionally,2015-03-12
2237,22,Male,Finance,Manager,129065,403376,83275,2,Divorced,Yes,4,10,7,3,4,2,Yes,34,183,12,Yes,Rarely,2014-07-11
2238,59,Male,R&D,Manager,96622,706557,39435,3,Married,No,2,13,13,1,1,3,No,50,142,4,Yes,Frequently,2011-11-16
2239,32,Female,HR,Senior Analyst,136841,1011759,220194,2,Single,Yes,2,19,16,3,3,1,Yes,37,184,6,Yes,Rarely,2005-02-27
2240,47,Female,IT,Senior Analyst,48997,366876,110233,2,Single,No,3,12,8,3,4,1,Yes,34,194,3,Yes,Rarely,2012-11-09
2241,26,Female,R&D,Coordinator,143849,1520542,181721,4,Married,Yes,1,9,9,1,3,3,Yes,48,113,7,No,Frequently,2015-11-14
2242,23,Male,Operations,Team Lead,32691,739754,130115,1,Divorced,No,1,10,8,2,1,4,Yes,77,173,13,Yes,Rarely,2014-10-31
2243,36,Female,HR,Manager,27590,1257397,73396,4,Divorced,Yes,1,14,14,2,1,2,No,33,120,14,No,Rarely,2010-07-23
2244,43,Female,Operations,Analyst,30293,805365,143463,5,Divorced,No,4,16,14,2,2,3,No,51,130,5,No,Occasionally,2008-10-11
2245,34,Female,R&D,Coordinator,124345,2251253,83127,3,Divorced,No,2,12,12,1,3,1,No,42,124,12,No,Rarely,2012-01-08
2246,32,Female,Marketing,Analyst,132276,2223680,197553,5,Divorced,Yes,2,2,0,3,4,1,No,42,100,9,Yes,Rarely,2022-02-14
2247,53,Male,IT,Senior Analyst,77136,1281390,117278,1,Single,No,2,16,16,4,3,1,No,56,181,8,No,Frequently,2008-01-26
2248,30,Male,Sales,Senior Analyst,176853,2367296,156587,1,Single,Yes,2,16,16,3,4,4,Yes,13,104,4,Yes,Rarely,2008-03-30
2249,49,Female,R&D,Executive,79476,392154,122537,3,Divorced,Yes,4,11,8,1,4,4,No,41,138,6,Yes,Frequently,2013-06-18
2250,31,Male,IT,Engineer,120833,1135672,276916,2,Divorced,No,4,10,7,2,3,4,Yes,19,159,14,Yes,Occasionally,2014-07-17
2251,33,Male,Marketing,Engineer,174010,2025919,143946,5,Divorced,Yes,3,14,14,2,1,4,No,6,154,6,Yes,Occasionally,2010-03-23
2252,36,Male,Finance,Manager,157624,635475,136343,4,Divorced,Yes,3,15,14,4,2,1,Yes,34,166,5,Yes,Rarely,2009-09-30
2253,24,Male,IT,Analyst,56748,697053,64875,4,Single,Yes,2,15,13,2,1,4,Yes,76,171,14,No,Rarely,2009-08-09
2254,40,Male,Sales,Senior Analyst,98086,1638925,280603,3,Single,Yes,1,5,4,2,3,4,Yes,10,157,5,Yes,Occasionally,2019-03-29
2255,24,Female,R&D,Team Lead,54104,1299797,276914,4,Single,Yes,4,16,14,2,2,3,No,10,189,14,Yes,Rarely,2008-11-11
2256,59,Male,IT,Senior Analyst,80178,1181587,20828,5,Single,Yes,5,1,0,3,1,2,No,14,125,13,No,Rarely,2023-05-27
2257,35,Male,Operations,Senior Analyst,39202,2041078,87367,1,Married,No,3,2,1,2,2,2,No,13,187,11,Yes,Occasionally,2022-08-08
2258,50,Female,Operations,Executive,161123,1266978,75604,1,Divorced,Yes,2,3,3,3,3,1,No,76,113,12,Yes,Occasionally,2021-05-05
2259,37,Male,Sales,Executive,66182,678954,194661,3,Divorced,Yes,4,13,10,4,3,2,No,50,144,6,No,Occasionally,2011-05-16
2260,22,Male,Sales,Coordinator,57934,879883,26592,5,Married,Yes,5,9,6,4,4,2,No,22,146,5,No,Frequently,2015-10-16
2261,59,Male,IT,Manager,160630,1642894,173703,1,Single,No,3,13,13,1,1,4,Yes,17,154,10,No,Rarely,2011-07-03
2262,25,Male,R&D,Executive,131566,594458,53685,1,Married,Yes,2,7,4,3,1,4,No,20,105,5,No,Rarely,2017-12-07
2263,52,Male,Finance,Executive,168075,1652164,86184,4,Divorced,Yes,2,4,2,3,3,4,Yes,14,180,5,Yes,Occasionally,2020-03-25
2264,51,Male,Finance,Engineer,106846,322098,176974,3,Single,Yes,3,10,7,4,2,1,No,43,141,11,Yes,Rarely,2014-03-28
2265,46,Male,R&D,Senior Analyst,123902,1307921,297821,3,Divorced,Yes,5,10,10,4,4,2,Yes,61,136,9,No,Rarely,2014-05-26
2266,36,Female,R&D,Engineer,146449,726375,273079,2,Divorced,No,2,15,15,1,4,4,Yes,15,121,4,No,Frequently,2009-04-04
2267,34,Female,Sales,Analyst,136547,2262089,162304,3,Divorced,Yes,5,17,16,1,4,3,Yes,47,121,5,No,Occasionally,2007-11-26
2268,23,Female,R&D,Team Lead,163655,1374159,148773,2,Divorced,No,1,6,6,1,2,1,No,50,141,8,Yes,Frequently,2018-06-17
2269,46,Female,HR,Analyst,97417,1585176,275373,2,Married,Yes,2,11,9,1,2,1,Yes,52,162,9,Yes,Occasionally,2013-11-12
2270,42,Female,Sales,Analyst,37741,1647008,132321,4,Divorced,Yes,4,10,8,4,1,3,No,40,126,11,Yes,Rarely,2014-05-13
2271,52,Female,R&D,Senior Analyst,139794,619642,123675,3,Divorced,Yes,3,14,12,3,4,4,No,40,155,5,Yes,Rarely,2010-01-16
2272,40,Female,Marketing,Coordinator,42916,940416,196118,3,Married,Yes,1,7,5,3,1,3,No,63,124,3,No,Occasionally,2017-11-14
2273,34,Male,Operations,Team Lead,69379,352682,195785,3,Single,No,3,13,13,2,2,4,Yes,61,143,6,No,Rarely,2011-08-24
2274,27,Male,Sales,Coordinator,150007,1591820,140251,1,Divorced,Yes,2,17,17,1,2,3,No,30,110,6,Yes,Occasionally,2007-04-19
2275,24,Male,IT,Manager,94874,677261,146216,5,Single,Yes,5,7,7,4,1,2,No,42,199,6,Yes,Rarely,2017-03-14
2276,23,Male,IT,Senior Analyst,147082,770974,25379,3,Divorced,No,5,1,1,3,2,1,No,69,181,6,No,Frequently,2023-02-03
2277,48,Female,HR,Team Lead,68327,1180219,177813,4,Divorced,No,1,5,4,3,2,3,Yes,29,180,13,No,Frequently,2019-12-05
2278,33,Male,R&D,Executive,90124,2228060,68446,4,Divorced,Yes,5,8,4,1,2,1,Yes,44,190,7,No,Rarely,2016-08-01
2279,29,Male,R&D,Executive,150673,1944230,175369,5,Divorced,Yes,5,18,18,1,1,1,Yes,8,142,11,Yes,Occasionally,2006-11-28
2280,56,Male,HR,Analyst,123474,892633,122617,3,Married,Yes,2,16,14,1,2,1,No,60,142,10,No,Frequently,2008-05-06
2281,23,Female,IT,Senior Analyst,107049,2316639,189009,1,Single,No,5,18,18,4,4,4,Yes,20,131,9,No,Rarely,2006-06-21
2282,55,Male,HR,Manager,34825,1344583,296317,2,Single,Yes,5,14,14,2,4,1,No,72,142,6,Yes,Occasionally,2010-03-20
2283,39,Female,Sales,Coordinator,89368,2143324,272700,2,Married,Yes,5,13,11,3,3,3,No,24,110,3,No,Frequently,2011-11-16
2284,33,Male,IT,Engineer,115473,2377467,123311,5,Divorced,No,5,18,16,1,4,3,No,12,190,8,No,Occasionally,2006-03-21
2285,52,Male,Operations,Executive,65149,1509212,220696,3,Divorced,No,4,18,15,1,4,2,Yes,7,104,3,No,Occasionally,2006-02-24
2286,54,Male,Marketing,Senior Analyst,179059,2367681,181607,3,Single,No,1,1,0,3,2,2,Yes,19,147,13,Yes,Frequently,2023-10-15
2287,55,Female,Finance,Team Lead,82251,448936,288465,1,Married,No,2,8,6,3,2,1,No,72,169,5,No,Occasionally,2016-07-24
2288,53,Female,HR,Analyst,140663,1282090,34851,5,Married,No,4,19,18,2,3,2,Yes,27,162,12,Yes,Frequently,2005-03-24
2289,59,Female,IT,Executive,43456,1676353,206091,1,Married,No,5,15,15,2,2,3,Yes,33,143,13,Yes,Frequently,2009-03-11
2290,26,Male,Sales,Engineer,38068,2313481,179598,5,Married,No,3,3,2,4,4,3,Yes,54,101,9,No,Rarely,2021-06-23
2291,34,Female,Finance,Coordinator,92562,1178531,64046,5,Single,No,2,9,9,4,4,2,Yes,79,149,12,Yes,Occasionally,2015-02-15
2292,34,Male,Finance,Analyst,149218,1829844,86700,3,Married,Yes,1,8,6,2,1,2,Yes,47,173,9,Yes,Occasionally,2016-11-13
2293,44,Female,Marketing,Coordinator,26767,334024,285605,2,Married,Yes,4,5,1,3,1,1,No,21,185,9,No,Frequently,2019-07-21
